title,brand,price,review
"Iluminador em Gel Marmalade - Marshmallow - BM Beauty,bruna_malheiros,""R$ 99,90"",5-May"
"Be Peach Blush e Batom Peach - BM Beauty,bruna_malheiros,""R$ 84,90"",0/5"
"Be Peach Blush e Batom Guava - BM Beauty,bruna_malheiros,""R$ 72,90"",0/5"
"Iluminador em Pó Shine Dust - Gold Divine - BM Beauty,bruna_malheiros,""R$ 74,90"",0/5"
"Light Up - Pó Para Área Dos Olhos - Light Golden - BM Beauty,bruna_malheiros,""R$ 89,90"",5-Apr"
"Light Up - Pó Para Área Dos Olhos - Light Crystal - BM Beauty,bruna_malheiros,""R$ 89,90"",5-Apr"
"Máscara de Sobrancelhas Brow Stay - BM Beauty,bruna_malheiros,""R$ 89,90"",0/5"
"Be Peach Contorno - Cacau 40% - BM Beauty,bruna_malheiros,""R$ 89,90"",0/5"
"Be Peach Contorno - Cacau 60% - BM Beauty,bruna_malheiros,""R$ 89,90"",0/5"
"Be Peach Contorno - Cacau 80% - BM Beauty,bruna_malheiros,""R$ 89,90"",0/5"
"Kit Adeus Olheiras - BM Beauty,bruna_malheiros,""R$ 99,90"",0/5"
Pó Solto Seal UP - Translucent - BM Beauty,bruna_malheiros,,5-Apr
Be Peach Blush e Batom Pitanga - BM Beauty,bruna_malheiros,,0/5
Be Peach Blush e Batom Papaya - BM Beauty,bruna_malheiros,,0/5
Be Peach Blush e Batom Pitaya - BM Beauty,bruna_malheiros,,0/5
Iluminador em Pó Shine Dust - Champagne - BM Beauty,bruna_malheiros,,0/5
Iluminador em Pó Shine Dust - Rose Gold - BM Beauty,bruna_malheiros,,0/5
Fix Care - BM Beauty,bruna_malheiros,,5-May
Be Peach Contorno - Cacau 100% - BM Beauty,bruna_malheiros,,0/5
Mini Kit Skin Care BM Skin - BM Beauty,bruna_malheiros,,0/5
",bruna_malheiros,""R$ 22,90"","
",bruna_malheiros,""R$ 22,90"","
",bruna_malheiros,""R$ 22,90"","
"Blush Líquido - Hello Kitty - Bruna Tavares,bruna-tavares,""R$ 72,90"",0/5"
Sombra Líquida - Hello Kitty - Bruna Tavares,bruna-tavares,,0/5
"Iluminador Líquido - Hello Kitty - Bruna Tavares,bruna-tavares,""R$ 39,90"",0/5"
"Lip Oil - Hello Kitty - Bruna Tavares,bruna-tavares,""R$ 54,90"",0/5"
"Batom Bala BT Lux+ - Bruna Tavares,bruna-tavares,""R$ 49,90"",5-May"
Gloss Labial Kingdom - Disney Wish - Bruna Tavares,bruna-tavares,,0/5
"Paleta de Sombras Magic in Every Wish - Disney Wish - Bruna Tavares,bruna-tavares,""R$ 87,90"",0/5"
"BT Plush Queen Amaya - Disney Wish - Bruna Tavares,bruna-tavares,""R$ 84,90"",0/5"
BT Plush Asha - Disney Wish - Bruna Tavares,bruna-tavares,,0/5
Sombra Líquida Magnific - Disney Wish - Bruna Tavares,bruna-tavares,,0/5
Iluminador Corporal Star - Disney Wish - Bruna Tavares,bruna-tavares,,0/5
"BT Space Gloss e Sombra Alien - Bruna Tavares,bruna-tavares,""R$ 54,90"",0/5"
BT Space Gloss e Sombra Spaceship - Bruna Tavares,bruna-tavares,,0/5
BT Space Gloss e Sombra Ufo - Bruna Tavares,bruna-tavares,,0/5
BT Space Gloss e Sombra Interstellar - Bruna Tavares,bruna-tavares,,0/5
BT Alien Sombra e Delineador Neon - Bruna Tavares,bruna-tavares,,0/5
BT Alien Sombra e Delineador Green Neon - Bruna Tavares,bruna-tavares,,0/5
BT Lipshape Beige Camel - Lapiseira Labial - Bruna Tavares,bruna-tavares,,0/5
BT Lipshape Beige Rosé - Lapiseira Labial - Bruna Tavares,bruna-tavares,,0/5
BT Lipshape Terracota - Lapiseira Labial - Bruna Tavares,bruna-tavares,,0/5
BT Lipshape Deep Brown - Lapiseira Labial - Bruna Tavares,bruna-tavares,,0/5
"Paleta de Sombras BT Transition - Bruna Tavares,bruna-tavares,""R$ 87,90"",0/5"
BT Creamy Oil Candy Apple - Bruna Tavares,bruna-tavares,,0/5
BT Creamy Oil Gingerbread - Bruna Tavares,bruna-tavares,,0/5
BT Creamy Oil Tiramissú - Bruna Tavares,bruna-tavares,,0/5
"BT EyePencil Black - Lapiseira Retrátil - Bruna Tavares,bruna-tavares,""R$ 54,90"",0/5"
BT LaceBrow Brown - Máscara de Sobrancelha - Bruna Tavares,bruna-tavares,,0/5
BT LaceBrow Darkbrown - Máscara de Sobrancelha - Bruna Tavares,bruna-tavares,,5-May
BT LaceBrow Granite - Máscara de Sobrancelha - Bruna Tavares,bruna-tavares,,0/5
BT LaceBrow Grey - Máscara de Sobrancelha - Bruna Tavares,bruna-tavares,,0/5
BT LaceBrow Light Brown - Máscara de Sobrancelha - Bruna Tavares,bruna-tavares,,0/5
BT LaceBrow Taupe - Máscara de Sobrancelha - Bruna Tavares,bruna-tavares,,0/5
Paleta de Sombras Dream Come True - Disney 100 anos - Bruna Tavares,bruna-tavares,,0/5
Máscara de Cílios Dream Lashes - Disney 100 anos - Bruna Tavares,bruna-tavares,,0/5
BT Mallow Happily Ever After - Disney 100 anos - Bruna Tavares,bruna-tavares,,0/5
Gloss Labial Celebration - Disney 100 anos - Bruna Tavares,bruna-tavares,,0/5
Gloss Labial Emotion - Disney 100 anos - Bruna Tavares,bruna-tavares,,0/5
Gloss Labial Fantasyland - Disney 100 anos - Bruna Tavares,bruna-tavares,,0/5
Gloss Labial Fireworks - Disney 100 anos - Bruna Tavares,bruna-tavares,,0/5
Gloss Labial Hollywood - Disney 100 anos - Bruna Tavares,bruna-tavares,,0/5
Gloss Labial Imagination - Disney 100 anos - Bruna Tavares,bruna-tavares,,0/5
Gloss Labial Once Upon a Time - Disney 100 anos - Bruna Tavares,bruna-tavares,,0/5
"Gloss Labial Wish - Disney Wish - Bruna Tavares,bruna-tavares,""R$ 39,90"",0/5"
"Gloss Labial Majesty - Disney Wish - Bruna Tavares,bruna-tavares,""R$ 34,90"",0/5"
BT Marble DuoChrome 2x1 Glam Pink - Bruna Tavares,bruna-tavares,,5-May
BT Marble Precious Gloss Topaz - Bruna Tavares,bruna-tavares,,0/5
BT Water Cream Hidratante Facial - Cherry Blossom - Bruna Tavares,bruna-tavares,,5-May
BT BalMask Labial - Cherry Blossom - Bruna Tavares,bruna-tavares,,0/5
BT Purple Powder Blush e Sombra - The Magician - Bruna Tavares,bruna-tavares,,0/5
"BT SkinPlush Corretivo F1020 - Bruna Tavares,bruna-tavares,""R$ 56,90"",0/5"
"BT SkinPlush Corretivo F3040 - Bruna Tavares,bruna-tavares,""R$ 56,90"",0/5"
"BT SkinPlush Corretivo F5060 - Bruna Tavares,bruna-tavares,""R$ 56,90"",5-Mar"
"BT SkinPlush Corretivo L1020 - Bruna Tavares,bruna-tavares,""R$ 56,90"",5-May"
"BT SkinPlush Corretivo L3040 - Bruna Tavares,bruna-tavares,""R$ 56,90"",0/5"
"BT SkinPlush Corretivo L5060 - Bruna Tavares,bruna-tavares,""R$ 54,90"",5-May"
"BT SkinPlush Corretivo M1020 - Bruna Tavares,bruna-tavares,""R$ 56,90"",0/5"
"BT SkinPlush Corretivo M3040 - Bruna Tavares,bruna-tavares,""R$ 56,90"",0/5"
"BT SkinPlush Corretivo T1020 - Bruna Tavares,bruna-tavares,""R$ 56,90"",0/5"
"BT SkinPlush Corretivo T3040 - Bruna Tavares,bruna-tavares,""R$ 56,90"",0/5"
"BT SkinPlush Corretivo T5060 - Bruna Tavares,bruna-tavares,""R$ 56,90"",5-May"
"BT SkinPlush Corretivo M5060 - Bruna Tavares,bruna-tavares,""R$ 56,90"",0/5"
"BT SkinPlush Corretivo D1020 - Bruna Tavares,bruna-tavares,""R$ 56,90"",0/5"
"BT SkinPlush Corretivo D3040 - Bruna Tavares,bruna-tavares,""R$ 56,90"",0/5"
"BT SkinPlush Corretivo D5060 - Bruna Tavares,bruna-tavares,""R$ 56,90"",0/5"
Paleta de Sombras All Eyes On Minnie - Coleção Minnie Mouse - Bruna Tavares,bruna-tavares,,0/5
Paleta Multiuso Show Your Glam Terracota - Coleção Minnie Mouse - Bruna Tavares,bruna-tavares,,0/5
Mirror Sequin Effect - Coleção Minnie Mouse - Bruna Tavares,bruna-tavares,,0/5
Batom Líquido - Bow-Tiful - Coleção Minnie Mouse - Bruna Tavares,bruna-tavares,,0/5
Batom em Bala - BFF - Coleção Minnie Mouse - Bruna Tavares,bruna-tavares,,0/5
"BT Juicyoil Guava - Bruna Tavares,bruna-tavares,""R$ 53,90"",5-May"
"BT Juicyoil Pineapple - Bruna Tavares,bruna-tavares,""R$ 53,90"",5-May"
"BT Juicyoil Pitaya - Bruna Tavares,bruna-tavares,""R$ 53,90"",5-May"
"BT Mallow Fairytale - Bruna Tavares,bruna-tavares,""R$ 69,90"",5-May"
"BT Mallow Wishes - Bruna Tavares,bruna-tavares,""R$ 69,90"",5-May"
"Pó Solto BT SkinPowder Deep - Bruna Tavares,bruna-tavares,""R$ 81,50"",0/5"
"Pó Solto BT SkinPowder Fair - Bruna Tavares,bruna-tavares,""R$ 81,50"",0/5"
"Pó Solto BT SkinPowder Light - Bruna Tavares,bruna-tavares,""R$ 81,50"",0/5"
"Pó Solto BT SkinPowder Medium - Bruna Tavares,bruna-tavares,""R$ 81,50"",5-May"
"Pó Solto BT SkinPowder Tan - Bruna Tavares,bruna-tavares,""R$ 81,50"",0/5"
"Pó Solto BT SkinPowder Unique Amber - Bruna Tavares,bruna-tavares,""R$ 81,50"",0/5"
"Pó Solto BT SkinPowder Unique Quartz - Bruna Tavares,bruna-tavares,""R$ 81,50"",5-May"
Paleta de Iluminador BT Cupid - Bruna Tavares,bruna-tavares,,5-Apr
BT Marble DuoChrome 2x1 Glam Cooper - Bruna Tavares,bruna-tavares,,0/5
BT Marble DuoChrome 2x1 Glam Gold - Bruna Tavares,bruna-tavares,,0/5
"Base Líquida BT Skin - T20 - Bruna Tavares,bruna-tavares,""R$ 86,90"",0/5"
"Máscara para Cílios BT Big Lash - Bruna Tavares,bruna-tavares,""R$ 71,90"",5-Apr"
"Fixador de Maquiagem BT Fix - Bruna Tavares,bruna-tavares,""R$ 69,90"",5-Apr"
BT Plump - Siren - Bruna Tavares,bruna-tavares,,5-May
BT Browfix - Máscara para Sobrancelhas - Bruna Tavares,bruna-tavares,,5-May
"BT Blush Contour - Taupe Chic - Bruna Tavares,bruna-tavares,""R$ 50,90"",5-Apr"
"BT Blush Contour - Coffee Luv - Bruna Tavares,bruna-tavares,""R$ 48,90"",0/5"
"BT Blush Contour - Choco Dream - Bruna Tavares,bruna-tavares,""R$ 50,90"",5-May"
"BT Blush Contour - Brown Sugar - Bruna Tavares,bruna-tavares,""R$ 50,90"",5-May"
"BT Powder - Pó Compacto - Cor 60 - Bruna Tavares,bruna-tavares,""R$ 81,50"",0/5"
"BT Powder - Pó Compacto - Cor 50 - Bruna Tavares,bruna-tavares,""R$ 81,50"",5-May"
"BT Powder - Pó Compacto - Cor 40 - Bruna Tavares,bruna-tavares,""R$ 81,50"",5-May"
"BT Powder - Pó Compacto - Cor 30 - Bruna Tavares,bruna-tavares,""R$ 81,50"",0/5"
BT Powder - Pó Compacto - Cor 20 - Bruna Tavares,bruna-tavares,,0/5
"BT Powder - Pó Compacto - Cor 10 - Bruna Tavares,bruna-tavares,""R$ 81,50"",0/5"
"Base Líquida BT Skin - D20 - Bruna Tavares,bruna-tavares,""R$ 86,90"",0/5"
"Base Líquida BT Skin - D50 - Bruna Tavares,bruna-tavares,""R$ 86,90"",0/5"
"Base Líquida BT Skin - D60 - Bruna Tavares,bruna-tavares,""R$ 86,90"",0/5"
"Base Líquida BT Skin - F10 - Bruna Tavares,bruna-tavares,""R$ 86,90"",0/5"
"Base Líquida BT Skin - F20 - Bruna Tavares,bruna-tavares,""R$ 86,90"",5-Apr"
"Base Líquida BT Skin - F30 - Bruna Tavares,bruna-tavares,""R$ 86,90"",5-May"
"Base Líquida BT Skin - F40 - Bruna Tavares,bruna-tavares,""R$ 86,90"",5-Apr"
"Base Líquida BT Skin - F50 - Bruna Tavares,bruna-tavares,""R$ 86,90"",5-Apr"
"Base Líquida BT Skin - F60 - Bruna Tavares,bruna-tavares,""R$ 86,90"",5-Apr"
"Base Líquida BT Skin - L10 - Bruna Tavares,bruna-tavares,""R$ 86,90"",5-Feb"
"Base Líquida BT Skin - L20 - Bruna Tavares,bruna-tavares,""R$ 86,90"",5-May"
"Base Líquida BT Skin - L40 - Bruna Tavares,bruna-tavares,""R$ 86,90"",5-May"
"Base Líquida BT Skin - L50 - Bruna Tavares,bruna-tavares,""R$ 86,90"",5-May"
"Base Líquida BT Skin - L60 - Bruna Tavares,bruna-tavares,""R$ 86,90"",5-May"
"Base Líquida BT Skin - M10 - Bruna Tavares,bruna-tavares,""R$ 86,90"",0/5"
"Base Líquida BT Skin - M20 - Bruna Tavares,bruna-tavares,""R$ 86,90"",5-May"
"Base Líquida BT Skin - M30 - Bruna Tavares,bruna-tavares,""R$ 86,90"",5-Apr"
"Base Líquida BT Skin - M50 - Bruna Tavares,bruna-tavares,""R$ 86,90"",0/5"
"Batom Líquido Matte - BRUNA - Bruna Tavares,bruna-tavares,""R$ 39,90"",5-May"
"Batom Líquido Matte - FLAVIA - Bruna Tavares,bruna-tavares,""R$ 39,90"",5-Apr"
"Batom Líquido Matte - VICTORIA - Bruna Tavares,bruna-tavares,""R$ 39,90"",5-May"
"Máscara de Cílios BT Wonder Lash - Bruna Tavares,bruna-tavares,""R$ 64,90"",5-Apr"
"Batom Líquido Matte - BRENDA - Bruna Tavares,bruna-tavares,""R$ 39,90"",5-Apr"
"Batom Líquido Matte - ROBERTA - Bruna Tavares,bruna-tavares,""R$ 39,90"",5-Apr"
"BT Multicover - Corretivo Líquido Cor D 20 - Bruna Tavares,bruna-tavares,""R$ 44,90"",5-May"
"BT Multicover - Corretivo Líquido Cor L 10 - Bruna Tavares,bruna-tavares,""R$ 44,90"",5-Apr"
"BT Multicover - Corretivo Líquido Cor L 20 - Bruna Tavares,bruna-tavares,""R$ 44,90"",5-Apr"
"BT Multicover - Corretivo Líquido Cor M 20 - Bruna Tavares,bruna-tavares,""R$ 44,90"",5-Apr"
"BT Multicover - Corretivo Líquido Cor T 10 - Bruna Tavares,bruna-tavares,""R$ 44,90"",5-Apr"
"BT Multicover - Corretivo Líquido Cor T 20 - Bruna Tavares,bruna-tavares,""R$ 44,90"",5-May"
"Batom Líquido Matte - HERMIONE - Bruna Tavares,bruna-tavares,""R$ 39,90"",5-May"
"Batom Líquido Matte - AMANDA - Bruna Tavares,bruna-tavares,""R$ 39,90"",5-May"
"Batom Líquido Matte - GABRIELA - Bruna Tavares,bruna-tavares,""R$ 39,90"",5-May"
"BT Multicover - Corretivo Líquido Cor M30 - Bruna Tavares,bruna-tavares,""R$ 44,90"",5-May"
BT Plump - Angel - Bruna Tavares,bruna-tavares,,5-Apr
"Base Líquida BT Skin - D10 - Bruna Tavares,bruna-tavares,""R$ 86,90"",0/5"
BT Plush - Vintage - Bruna Tavares,bruna-tavares,,5-May
BT Ovni Batom e Sombra Galaxy - Bruna Tavares,bruna-tavares,,0/5
BT Lipshape Rose Brown - Lapiseira Labial - Bruna Tavares,bruna-tavares,,0/5
BT Lipshape Mocha - Lapiseira Labial - Bruna Tavares,bruna-tavares,,0/5
BT Lipshape Taupe Brown - Lapiseira Labial - Bruna Tavares,bruna-tavares,,0/5
BT Lipshape Marsala - Lapiseira Labial - Bruna Tavares,bruna-tavares,,0/5
BT Lipshape Warm Brown - Lapiseira Labial - Bruna Tavares,bruna-tavares,,0/5
BT Lipshape Red Carpet - Lapiseira Labial - Bruna Tavares,bruna-tavares,,0/5
Esponja de Maquiagem BT Soft Blender - Bruna Tavares,bruna-tavares,,5-May
BT EyePencil Brown - Lapiseira Retrátil - Bruna Tavares,bruna-tavares,,0/5
BT Velvet Mustard 6ml - Bruna Tavares,bruna-tavares,,5-May
BT Velvet Pistachio 6ml - Bruna Tavares,bruna-tavares,,0/5
BT Velvet Hermione 6ml - Bruna Tavares,bruna-tavares,,0/5
Batom Líquido - Minnie Dress - Coleção Minnie Mouse - Bruna Tavares,bruna-tavares,,5-May
Batom em Bala - Dream - Coleção Minnie Mouse - Bruna Tavares,bruna-tavares,,0/5
Batom em Bala - Doll - Coleção Minnie Mouse - Bruna Tavares,bruna-tavares,,0/5
Batom em Bala - Lovely - Coleção Minnie Mouse - Bruna Tavares,bruna-tavares,,0/5
Batom em Bala - Kiss - Coleção Minnie Mouse - Bruna Tavares,bruna-tavares,,5-Apr
Paleta de Iluminadores BT Holiday - Bruna Tavares,bruna-tavares,,5-May
BT Jelly Mask Cherry Blossom - Bruna Tavares,bruna-tavares,,0/5
BT Velvet Grape 6ml - Bruna Tavares,bruna-tavares,,0/5
BT Velvet Watermelon 6ml - Bruna Tavares,bruna-tavares,,0/5
BT Velvet Toffe 6ml - Bruna Tavares,bruna-tavares,,0/5
BT Velvet Black 6ml - Bruna Tavares,bruna-tavares,,5-May
BT Velvet Royal 6ml - Bruna Tavares,bruna-tavares,,5-May
BT Velvet Lavender 6ml - Bruna Tavares,bruna-tavares,,0/5
BT Velvet Tea Rose 6ml - Bruna Tavares,bruna-tavares,,0/5
BT Velvet Brown 6ml - Bruna Tavares,bruna-tavares,,0/5
BT Velvet Yellow 6ml - Bruna Tavares,bruna-tavares,,0/5
BT Velvet Pink 6ml - Bruna Tavares,bruna-tavares,,0/5
BT Velvet Blackberry 6ml - Bruna Tavares,bruna-tavares,,0/5
BT Velvet Cappuccino 6ml - Bruna Tavares,bruna-tavares,,0/5
BT Velvet Mintblue 6ml - Bruna Tavares,bruna-tavares,,0/5
BT Velvet Navy 6ml - Bruna Tavares,bruna-tavares,,0/5
BT Velvet Pale 6ml - Bruna Tavares,bruna-tavares,,0/5
BT Velvet Teal 6ml - Bruna Tavares,bruna-tavares,,0/5
BT Velvet Coral 6ml - Bruna Tavares,bruna-tavares,,0/5
BT Velvet Grey 6ml - Bruna Tavares,bruna-tavares,,0/5
BT Velvet Violet 6ml- Bruna Tavares,bruna-tavares,,0/5
BT Velvet Off White 6ml - Bruna Tavares,bruna-tavares,,5-May
BT Velvet Tangerine 6ml - Bruna Tavares,bruna-tavares,,0/5
BT Velvet Cherry 6ml - Bruna Tavares,bruna-tavares,,0/5
BT Velvet Khaki 6ml - Bruna Tavares,bruna-tavares,,0/5
Base Líquida BT Skin - M60 - Bruna Tavares,bruna-tavares,,0/5
Base Líquida BT Skin - T10 - Bruna Tavares,bruna-tavares,,0/5
Base Líquida BT Skin - T30 - Bruna Tavares,bruna-tavares,,0/5
Base Líquida BT Skin - T40 - Bruna Tavares,bruna-tavares,,0/5
Base Líquida BT Skin - T50 - Bruna Tavares,bruna-tavares,,0/5
Base Líquida BT Skin - T60 - Bruna Tavares,bruna-tavares,,0/5
BT Plush - Ruby - Bruna Tavares,bruna-tavares,,5-May
BT Plush - Mauve - Bruna Tavares,bruna-tavares,,5-May
BT Plush - Bela - Bruna Tavares,bruna-tavares,,5-May
BT Powder - Pó Compacto - Banana - Bruna Tavares,bruna-tavares,,5-Apr
BT Powder - Pó Compacto - Cor 70 - Bruna Tavares,bruna-tavares,,0/5
Iluminador Compacto BT Light - Lunar - Bruna Tavares,bruna-tavares,,5-May
Iluminador Compacto BT Light - Bronze - Bruna Tavares,bruna-tavares,,0/5
Iluminador Compacto BT Light - Golden - Bruna Tavares,bruna-tavares,,5-Apr
Iluminador Compacto BT Light - Champagne - Bruna Tavares,bruna-tavares,,5-May
Base Líquida BT Skin - D30 - Bruna Tavares,bruna-tavares,,0/5
Base Líquida BT Skin - D40 - Bruna Tavares,bruna-tavares,,0/5
Base Líquida BT Skin - L30 - Bruna Tavares,bruna-tavares,,5-May
Base Líquida BT Skin - M40 - Bruna Tavares,bruna-tavares,,5-May
Batom Líquido Matte - CAROL - Bruna Tavares,bruna-tavares,,5-May
Batom Líquido Matte - CLAUDIA - Bruna Tavares,bruna-tavares,,5-May
Batom Líquido Matte - LUCIANE - Bruna Tavares,bruna-tavares,,5-May
Batom Líquido Matte - LUISA - Bruna Tavares,bruna-tavares,,5-May
Batom Líquido Matte - MARIANA - Bruna Tavares,bruna-tavares,,5-May
Batom Líquido Matte - MAYARA - Bruna Tavares,bruna-tavares,,5-Apr
Batom Líquido Matte - SAMARA - Bruna Tavares,bruna-tavares,,5-Mar
Batom Líquido Matte - KEL - Bruna Tavares,bruna-tavares,,5-May
Batom Líquido Matte - LIDIA - Bruna Tavares,bruna-tavares,,5-May
Batom Líquido Matte - THAIS - Bruna Tavares,bruna-tavares,,5-May
Batom Líquido Matte - JANAINA - Bruna Tavares,bruna-tavares,,5-May
BT Multicover - Corretivo Líquido Cor D 10 - Bruna Tavares,bruna-tavares,,5-Apr
BT Multicover - Corretivo Líquido Cor M 10 - Bruna Tavares,bruna-tavares,,5-Apr
Batom Líquido Matte - BEATRIZ - Bruna Tavares,bruna-tavares,,5-May
Batom Líquido Matte - ROSE - Bruna Tavares,bruna-tavares,,5-May
",bruna-tavares,""R$ 22,90"","
",bruna-tavares,""R$ 22,90"","
",bruna-tavares,""R$ 22,90"","
"Gel dental Infantil Carmed - Fini,cimed,""R$ 22,90"",0/5"
"Enxaguante Bucal Carmed - Fini,cimed,""R$ 21,90"",0/5"
"Protetor Solar Facial Acnezil Oil Control - Cimed,cimed,""R$ 31,90"",0/5"
"Gel Secativo Para Acne Acnezil - Cimed,cimed,""R$ 16,90"",0/5"
"Sabonete Líquido Facial Acnezil Antisséptico - Cimed,cimed,""R$ 19,90"",0/5"
"Kit Gel Secativo, Protetor Solar E Sabonete Líquido Acnezil - Cimed,cimed,""R$ 52,90"",0/5"
"Hidratante Labial Carmed - Fini,cimed,""R$ 25,90"",0/5"
",cimed,""R$ 22,90"","
",cimed,""R$ 22,90"","
",cimed,""R$ 22,90"","
"Pincel Para Pó Cónico Grande O128 - Daymakeup,daymakeup,""R$ 59,00"",0/5"
"Pincel Para Base Angled Foundantio Brush F48 - Daymakeup,daymakeup,""R$ 59,00"",0/5"
"Pincel Para Mascara de Cílios F52 - Daymakeup,daymakeup,""R$ 49,00"",0/5"
"Pincel Multifuncional F98 - Daymakeup,daymakeup,""R$ 119,00"",0/5"
"Pincel Para Pó, Liquido e Cremosos F80 - Daymakeup,daymakeup,""R$ 119,00"",0/5"
"Pincel Iluminador Em Forma de Leque Cerdas Curtas F77 - Daymakeup,daymakeup,""R$ 54,90"",0/5"
"Pincel Para Pó de Cerdas Longas F97 - Daymakeup,daymakeup,""R$ 69,00"",0/5"
"Pincel Iluminador F94 - DayMakeup,daymakeup,""R$ 59,00"",0/5"
"Pincel Para Corretivo Angular F91 - Daymakeup,daymakeup,""R$ 59,00"",0/5"
"Pincel Sombra Curta Em Forma de Leque F76 - Daymakeup,daymakeup,""R$ 59,00"",0/5"
"Pincel Contorno Small Contour Brush F43 - Daymakeup,daymakeup,""R$ 59,00"",0/5"
"Kit 9 Pinceis Starting Pro - Daymakeup,daymakeup,""R$ 249,00"",0/5"
"Mochila Beauty Pro - Daymakeup,daymakeup,""R$ 519,00"",0/5"
"Kit Bags Small Mediun Large - Daymakeup,daymakeup,""R$ 199,00"",0/5"
"Pincel de Esfumar Blending Eyeshadow Brush O127 - Daymakeup,daymakeup,""R$ 49,90"",0/5"
"Pincel de Sombra Oval, Shaped Eyeshadow Brush 0147 - Daymakeup,daymakeup,""R$ 49,90"",0/5"
"Eyeshadow Brush Round, Pincel de Sombra Redondo 0149 - Daymakeup,daymakeup,""R$ 49,90"",0/5"
"Pincel Para Po Blush e Iluminador F73 - Daymakeup,daymakeup,""R$ 59,00"",0/5"
"Pincel Curva Quadrada Topo Angulado, Base, Po, Blush Contorno Multifuncional F81 - Daymakeup,daymakeup,""R$ 79,90"",0/5"
"Pincel Para Base, Corretivo, Produtos Cremosos - Daymakeup,daymakeup,""R$ 79,90"",0/5"
"Pincel Soft Delineador Angular O106 - Daymakeup,daymakeup,""R$ 36,90"",0/5"
"Kit de Pincéis Profissionais 22 Peças - Daymakeup,daymakeup,""R$ 499,00"",0/5"
"Kit de Pincéis de Precisão PRO - Daymakeup,daymakeup,""R$ 179,90"",0/5"
"Kit de Pincéis Profissionais Blend - Daymakeup,daymakeup,""R$ 519,00"",0/5"
"Kit de Pincéis para Esfumar - Daymakeup,daymakeup,""R$ 299,00"",0/5"
"Pincel P/ Pele Silicone F280 - Daymakeup,daymakeup,""R$ 59,00"",0/5"
"Pincel Duo Fiber Pequeno F223 - Daymakeup,daymakeup,""R$ 49,90"",0/5"
"Pincel Kabuki Soft Sensations Mid F66 - Daymakeup,daymakeup,""R$ 59,90"",0/5"
"Pincel Fan Soft Médio F50 - Daymakeup,daymakeup,""R$ 49,90"",0/5"
"Pincel Mask Foundation F46 - Daymakeup,daymakeup,""R$ 59,90"",0/5"
"Pincel Marcação Angular F41 - Daymakeup,daymakeup,""R$ 59,90"",0/5"
"Pincel De Contorno Soft F40 - Daymakeup,daymakeup,""R$ 99,90"",0/5"
"Pincel Kabuki Soft Sensations F36 - Daymakeup,daymakeup,""R$ 99,90"",0/5"
"Pincel Chanfrado Soft Sensations F34 - Daymakeup,daymakeup,""R$ 99,90"",0/5"
"Pincel Highlight Definition Iluminador F29 - Daymakeup,daymakeup,""R$ 59,90"",0/5"
"Pincel Cerdas Curtas F27 - Daymakeup,daymakeup,""R$ 69,00"",0/5"
"Pincel Soft Conico Medio Para Base F11 - Daymakeup,daymakeup,""R$ 59,90"",0/5"
"Pincel Duo Fiber Chato Pequeno F08 - Daymakeup,daymakeup,""R$ 59,90"",0/5"
"Pincel Duo Fiber Pequeno F07 - Daymakeup,daymakeup,""R$ 99,90"",0/5"
"Pincel Soft Grande Para Pó F04 - Daymakeup,daymakeup,""R$ 99,90"",0/5"
"Bracelete Limpador de Pincéis a Seco - Daymakeup,daymakeup,""R$ 59,00"",0/5"
"Mochila de Maquiagem - Daymakeup,daymakeup,""R$ 719,00"",0/5"
"Pincel de Precisão Para Esfumar O142 - Daymakeup,daymakeup,""R$ 49,90"",0/5"
"Pincel Para Esfumar Pequeno O139 - Daymakeup,daymakeup,""R$ 49,90"",0/5"
"Pro Makeup Brush Book Livro para Pincéis - Daymakeup,daymakeup,""R$ 199,90"",0/5"
"Cílios Postiços #747L - Human Hair - Daymakeup,daymakeup,""R$ 17,90"",0/5"
"Cílios Postiços #212 - Daymakeup,daymakeup,""R$ 19,90"",0/5"
"Cílios Postiços #219 - Daymakeup,daymakeup,""R$ 19,90"",0/5"
"Pincel Para Corretivo F49 - Daymakeup,daymakeup,""R$ 59,90"",0/5"
"Pincel Para Esfumar Blending Brush O134 - Daymakeup,daymakeup,""R$ 59,90"",0/5"
"Pincel Artístico Pequeno A311 - Daymakeup,daymakeup,""R$ 49,90"",0/5"
"Pincel Artístico Médio A312 - Daymakeup,daymakeup,""R$ 49,90"",0/5"
"Pincel Artístico Grande A313 - Daymakeup,daymakeup,""R$ 59,90"",0/5"
"Pincel Duo para Sobrancelhas O150 - Daymakeup,daymakeup,""R$ 49,90"",0/5"
"Pincel Multifuncional para Corretivo e Base F95 - Daymakeup,daymakeup,""R$ 79,90"",0/5"
"Esponja de Maquiagem Coral - Daymakeup,daymakeup,""R$ 33,90"",0/5"
"Esponja de Maquiagem Marrom Tangerina - Daymakeup,daymakeup,""R$ 33,90"",0/5"
"Pincel para Pó Grande Formato Leque F78 - Daymakeup,daymakeup,""R$ 79,90"",0/5"
"Pincel para Iluminador Formato Leque F79 - Daymakeup,daymakeup,""R$ 59,90"",0/5"
"Pincel Kabuki Topo Reto Soft Sensations F60 - Daymakeup,daymakeup,""R$ 59,90"",0/5"
"Pincel Duo Fiber para Contorno F58 - Daymakeup,daymakeup,""R$ 59,90"",0/5"
